Row;BM-CLC;BM-MEGAHIT;BM-MetaSPADES;CH-MetaSPADES;SH-CLC
connectedComponent1507;1;1;1;1;1;
connectedComponent1508;0;0;1;1;0;
connectedComponent1509;1;1;1;1;1;
connectedComponent1510;1;1;1;1;0;
connectedComponent1511;0;1;1;1;0;
connectedComponent1512;0;0;1;1;0;
connectedComponent1513;0;0;1;1;0;
connectedComponent1514;1;1;1;1;1;
connectedComponent1515;0;0;1;1;0;
connectedComponent1516;0;0;1;1;0;
connectedComponent1517;1;1;1;1;1;
connectedComponent1518;1;1;1;1;1;
connectedComponent1519;1;0;1;1;0;
connectedComponent1520;1;0;1;0;1;
connectedComponent1521;1;1;1;1;1;
connectedComponent1522;1;0;0;1;0;
connectedComponent1523;1;0;1;1;0;
connectedComponent1524;1;0;1;1;1;
connectedComponent1525;0;0;1;1;0;
connectedComponent1526;1;1;1;1;1;
connectedComponent1527;0;0;1;1;0;
connectedComponent1528;1;1;1;1;1;
connectedComponent1529;1;1;1;1;1;
connectedComponent1530;1;1;1;1;0;
connectedComponent1531;1;0;1;1;0;
connectedComponent1532;1;0;0;0;1;
connectedComponent1533;1;1;0;0;1;
connectedComponent1534;0;0;1;1;0;
connectedComponent1535;1;0;1;1;1;
connectedComponent1536;1;0;1;1;0;
connectedComponent1537;1;1;1;1;1;
connectedComponent1538;1;1;1;1;0;
connectedComponent1539;1;1;1;1;1;
connectedComponent1540;1;0;0;1;1;
connectedComponent1541;1;1;1;1;0;
connectedComponent1542;0;0;1;1;0;
connectedComponent1543;1;1;1;1;1;
connectedComponent1544;0;0;1;1;0;
connectedComponent1545;1;0;1;1;0;
connectedComponent1546;0;0;1;1;0;
connectedComponent1547;1;0;1;1;0;
connectedComponent1548;1;1;1;1;1;
connectedComponent1549;0;0;1;1;0;
connectedComponent1550;1;0;1;1;0;
connectedComponent1551;0;0;1;1;0;
connectedComponent1552;1;1;1;1;1;
connectedComponent1553;1;0;1;1;1;
connectedComponent1554;0;1;1;0;0;
connectedComponent1555;0;0;1;1;0;
connectedComponent1556;0;0;1;1;0;
connectedComponent1557;0;0;1;1;0;
connectedComponent1558;1;1;1;1;1;
connectedComponent1559;1;1;1;1;1;
connectedComponent1560;0;0;1;1;0;
connectedComponent1561;0;0;1;1;0;
connectedComponent1562;1;1;1;1;1;
connectedComponent1563;1;0;0;0;1;
connectedComponent1564;1;1;1;1;1;
connectedComponent1565;1;1;1;1;1;
connectedComponent1566;1;1;1;1;0;
connectedComponent1567;0;0;1;1;0;
connectedComponent1568;1;1;1;1;0;
connectedComponent1569;0;0;1;1;0;
connectedComponent1570;1;1;0;0;1;
connectedComponent1571;1;1;1;1;1;
connectedComponent1572;0;0;1;1;0;
connectedComponent1573;1;1;1;1;1;
connectedComponent1574;1;1;1;1;1;
connectedComponent1575;0;1;1;1;1;
connectedComponent1576;0;0;1;1;0;
connectedComponent1577;0;0;1;1;0;
connectedComponent1578;0;0;1;1;0;
connectedComponent1579;1;1;1;1;1;
connectedComponent1580;0;0;1;1;0;
connectedComponent1581;1;0;1;1;0;
connectedComponent1582;1;1;1;1;0;
connectedComponent1583;0;0;1;1;0;
connectedComponent1584;1;1;1;1;1;
connectedComponent1585;0;0;1;1;0;
connectedComponent1586;1;1;1;1;1;
connectedComponent1587;0;0;1;1;0;
connectedComponent1588;0;0;1;1;0;
connectedComponent1589;1;1;1;1;1;
connectedComponent1590;1;0;1;1;0;
connectedComponent1591;0;0;1;1;0;
connectedComponent1592;0;0;1;1;0;
connectedComponent1593;1;1;1;1;1;
connectedComponent1594;1;0;0;0;1;
connectedComponent1595;0;0;1;1;0;
connectedComponent1596;1;1;1;1;1;
connectedComponent1597;1;1;1;1;0;
connectedComponent1598;1;0;1;1;0;
connectedComponent1599;1;0;1;1;0;
connectedComponent1600;1;0;1;1;0;
connectedComponent1601;1;0;1;1;0;
connectedComponent1602;1;1;1;1;0;
connectedComponent1603;1;1;1;1;1;
connectedComponent1604;1;0;1;0;0;
connectedComponent1605;1;1;1;1;0;
connectedComponent1606;1;1;1;1;1;
connectedComponent1607;1;0;1;1;0;
connectedComponent1608;0;0;1;1;0;
connectedComponent1609;1;0;1;0;0;
connectedComponent1610;1;0;0;0;1;
connectedComponent1611;0;0;1;1;0;
connectedComponent1612;1;0;1;1;0;
connectedComponent1613;1;0;0;0;1;
connectedComponent1614;0;0;1;1;0;
connectedComponent1615;0;0;1;1;0;
connectedComponent1616;0;0;1;1;0;
connectedComponent1617;1;0;1;1;0;
connectedComponent1618;1;1;1;1;1;
connectedComponent1619;1;0;1;1;0;
connectedComponent1620;0;0;1;1;0;
connectedComponent1621;0;0;1;1;0;
connectedComponent1622;1;1;0;0;0;
connectedComponent1623;1;1;1;1;1;
connectedComponent1624;0;1;1;1;0;
connectedComponent1625;1;0;1;0;0;
connectedComponent1626;1;1;1;1;1;
connectedComponent1627;1;1;1;1;0;
connectedComponent1628;1;1;1;1;1;
connectedComponent1629;1;0;1;1;0;
connectedComponent1630;0;0;1;1;0;
connectedComponent1631;0;0;1;1;0;
connectedComponent1632;1;0;1;1;0;
connectedComponent1633;1;0;1;1;0;
connectedComponent1634;1;1;0;0;1;
connectedComponent1635;1;1;1;1;1;
connectedComponent1636;0;0;1;1;0;
connectedComponent1637;0;0;1;1;0;
connectedComponent1638;1;1;1;1;1;
connectedComponent1639;0;0;1;1;0;
connectedComponent1640;0;1;0;1;0;
connectedComponent1641;0;0;1;1;0;
connectedComponent1642;1;1;1;1;0;
connectedComponent1643;1;1;1;1;1;
connectedComponent1644;1;0;1;1;0;
connectedComponent1645;1;0;1;1;0;
connectedComponent1646;0;0;1;1;0;
connectedComponent1647;0;0;1;1;0;
connectedComponent1648;1;0;0;1;0;
connectedComponent1649;1;1;1;1;1;
connectedComponent1650;0;0;1;1;0;
connectedComponent1651;0;0;1;1;0;
connectedComponent1652;1;0;1;1;0;
connectedComponent1653;0;0;1;1;0;
connectedComponent1654;1;1;1;1;0;
connectedComponent1655;1;0;1;1;0;
connectedComponent1656;1;0;1;1;0;
connectedComponent1657;1;1;1;1;1;
connectedComponent1658;1;1;1;1;1;
connectedComponent1659;0;0;1;1;0;
connectedComponent1660;1;0;1;1;0;
connectedComponent1661;1;1;1;1;1;
connectedComponent1662;1;1;1;1;1;
connectedComponent1663;1;1;1;1;1;
connectedComponent1664;1;0;1;1;0;
connectedComponent1665;1;0;1;1;0;
connectedComponent1666;1;1;1;1;1;
connectedComponent1667;1;1;1;1;0;
connectedComponent1668;1;0;1;1;0;
connectedComponent1669;1;0;1;1;0;
connectedComponent1670;1;0;1;1;0;
connectedComponent1671;1;0;1;1;1;
connectedComponent1672;1;1;0;0;0;
connectedComponent1673;1;1;1;1;0;
connectedComponent1674;1;1;1;1;1;
connectedComponent1675;0;0;1;1;0;
connectedComponent1676;1;1;1;1;1;
connectedComponent1677;0;0;1;1;0;
connectedComponent1678;1;1;1;1;1;
connectedComponent1679;1;0;1;1;0;
connectedComponent1680;0;0;1;1;0;
connectedComponent1681;0;0;1;1;0;
connectedComponent1682;1;1;1;1;0;
connectedComponent1683;0;0;1;1;0;
connectedComponent1684;1;1;1;1;1;
connectedComponent1685;0;0;1;1;0;
connectedComponent1686;0;1;1;1;0;
connectedComponent1687;1;1;1;1;1;
connectedComponent1688;1;0;1;1;0;
connectedComponent1689;0;0;1;1;0;
connectedComponent1690;1;1;1;1;1;
connectedComponent1691;0;0;1;1;0;
connectedComponent1692;0;0;1;1;0;
connectedComponent1693;1;1;1;1;1;
connectedComponent1694;1;1;1;1;0;
connectedComponent1695;0;0;1;1;0;
connectedComponent1696;1;1;1;1;1;
connectedComponent1697;1;0;0;0;1;
connectedComponent1698;1;0;1;1;0;
connectedComponent1699;1;0;1;1;0;
connectedComponent1700;0;0;1;1;0;
connectedComponent1701;1;0;1;1;0;
connectedComponent1702;0;1;1;1;0;
connectedComponent1703;0;1;1;1;1;
connectedComponent1704;1;0;1;1;0;
connectedComponent1705;1;1;1;1;1;
connectedComponent1706;1;1;0;0;0;
connectedComponent1707;1;1;0;0;1;
connectedComponent1708;1;1;1;1;1;
connectedComponent1709;0;1;1;1;0;
connectedComponent1710;1;0;1;1;0;
connectedComponent1711;0;0;1;1;0;
connectedComponent1712;1;1;1;1;0;
connectedComponent1713;1;0;1;1;0;
connectedComponent1714;0;0;1;1;0;
connectedComponent1715;1;1;1;1;1;
connectedComponent1716;1;1;1;1;1;
connectedComponent1717;1;0;1;1;0;
connectedComponent1718;1;1;1;1;0;
connectedComponent1719;1;1;1;0;1;
connectedComponent1720;0;0;1;1;0;
connectedComponent1721;1;1;1;1;0;
connectedComponent1722;0;0;1;1;0;
connectedComponent1723;1;1;1;1;1;
connectedComponent1724;0;0;1;1;0;
connectedComponent1725;1;0;1;1;0;
connectedComponent1726;0;0;1;1;0;
connectedComponent1727;0;0;1;1;0;
connectedComponent1728;0;0;1;1;0;
connectedComponent1729;1;1;1;1;1;
connectedComponent1730;0;0;1;1;0;
connectedComponent1731;1;0;1;1;0;
connectedComponent1732;0;0;1;1;0;
connectedComponent1733;1;0;1;1;0;
connectedComponent1734;1;0;0;0;1;
connectedComponent1735;0;0;1;1;0;
connectedComponent1736;1;0;1;1;0;
connectedComponent1737;1;1;0;1;0;
connectedComponent1738;0;0;1;1;0;
connectedComponent1739;1;0;1;1;1;
connectedComponent1740;1;0;1;0;0;
connectedComponent1741;0;0;1;1;0;
connectedComponent1742;1;1;1;1;1;
connectedComponent1743;1;1;0;0;0;
connectedComponent1744;1;0;1;1;0;
connectedComponent1745;1;0;1;1;0;
connectedComponent1746;1;1;0;0;0;
connectedComponent1747;1;1;1;1;1;
connectedComponent1748;1;1;1;1;1;
connectedComponent1749;1;0;1;1;0;
connectedComponent1750;0;0;1;1;0;
connectedComponent1751;0;0;1;1;0;
connectedComponent1752;1;0;1;1;0;
connectedComponent1753;1;1;1;1;0;
connectedComponent1754;1;0;1;1;0;
connectedComponent1755;1;1;1;1;1;
connectedComponent1756;1;0;1;1;0;
connectedComponent1757;1;1;1;1;0;
connectedComponent1758;1;1;1;1;1;
connectedComponent1759;0;1;0;1;0;
connectedComponent1760;1;1;1;1;1;
connectedComponent1761;0;1;1;1;0;
connectedComponent1762;0;0;1;1;0;
connectedComponent1763;1;0;1;1;1;
connectedComponent1764;1;0;0;0;1;
connectedComponent1765;1;0;1;1;1;
connectedComponent1766;1;0;1;1;0;
connectedComponent1767;1;1;0;0;0;
connectedComponent1768;0;0;1;1;0;
connectedComponent1769;1;0;1;1;0;
connectedComponent1770;1;0;1;1;0;
connectedComponent1771;0;0;1;1;0;
connectedComponent1772;1;1;1;1;1;
connectedComponent1773;1;0;1;1;1;
connectedComponent1774;1;0;1;1;0;
connectedComponent1775;1;1;1;1;0;
connectedComponent1776;1;1;1;1;1;
connectedComponent1777;1;1;1;1;1;
connectedComponent1778;1;0;1;1;0;
connectedComponent1779;1;1;1;1;0;
connectedComponent1780;1;1;1;1;0;
connectedComponent1781;0;0;1;1;0;
connectedComponent1782;1;1;1;1;0;
connectedComponent1783;0;0;1;1;0;
connectedComponent1784;1;1;1;1;0;
connectedComponent1785;1;1;1;1;1;
connectedComponent1786;1;0;0;0;1;
connectedComponent1787;0;0;1;1;0;
connectedComponent1788;1;1;1;0;1;
connectedComponent1789;1;0;1;1;0;
connectedComponent1790;1;1;0;0;1;
connectedComponent1791;0;0;1;1;0;
connectedComponent1792;0;0;1;1;0;
connectedComponent1793;0;0;1;1;0;
connectedComponent1794;1;1;1;1;0;
connectedComponent1795;1;1;1;1;0;
connectedComponent1796;0;0;1;1;0;
connectedComponent1797;1;0;1;1;0;
connectedComponent1798;1;1;1;1;1;
connectedComponent1799;0;0;1;1;0;
connectedComponent1800;1;1;1;1;0;
connectedComponent1801;1;1;0;0;0;
connectedComponent1802;0;0;1;1;0;
connectedComponent1803;1;1;1;1;1;
connectedComponent1804;0;0;1;1;0;
connectedComponent1805;1;1;1;1;0;
connectedComponent1806;1;0;1;1;0;
connectedComponent1807;1;0;1;1;0;
connectedComponent1808;1;1;1;1;1;
connectedComponent1809;1;1;1;1;0;
connectedComponent1810;0;0;1;1;0;
connectedComponent1811;1;1;1;1;1;
connectedComponent1812;1;1;1;1;1;
connectedComponent1813;1;1;0;0;0;
connectedComponent1814;0;0;1;1;0;
connectedComponent1815;1;1;1;0;0;
connectedComponent1816;0;0;1;1;0;
connectedComponent1817;1;0;1;1;0;
connectedComponent1818;1;0;0;0;1;
connectedComponent1819;0;0;1;1;0;
connectedComponent1820;1;1;1;1;1;
connectedComponent1821;1;1;1;1;0;
connectedComponent1822;0;0;1;1;0;
connectedComponent1823;0;1;1;0;0;
connectedComponent1824;1;0;0;0;1;
connectedComponent1825;1;0;1;1;0;
connectedComponent1826;1;1;1;1;1;
connectedComponent1827;1;0;1;1;0;
connectedComponent1828;1;0;1;1;0;
connectedComponent1829;1;1;1;1;1;
connectedComponent1830;0;0;1;1;0;
connectedComponent1831;1;1;1;1;1;
connectedComponent1832;0;0;1;1;0;
connectedComponent1833;0;0;1;1;0;
connectedComponent1834;0;0;1;1;0;
connectedComponent1835;1;0;1;0;1;
connectedComponent1836;0;0;1;1;0;
connectedComponent1837;1;1;1;1;0;
connectedComponent1838;1;1;1;1;1;
connectedComponent1839;0;0;1;1;0;
connectedComponent1840;1;1;1;1;1;
connectedComponent1841;0;0;1;1;0;
connectedComponent1842;0;1;1;1;0;
connectedComponent1843;0;0;1;1;0;
connectedComponent1844;0;0;1;1;0;
connectedComponent1845;0;0;1;1;0;
connectedComponent1846;1;1;0;0;0;
connectedComponent1847;1;1;1;1;0;
connectedComponent1848;0;0;1;1;0;
connectedComponent1849;1;1;1;1;0;
connectedComponent1850;1;1;1;0;0;
connectedComponent1851;1;1;0;0;1;
connectedComponent1852;1;1;1;1;0;
connectedComponent1853;1;0;1;1;0;
connectedComponent1854;1;1;1;1;1;
connectedComponent1855;0;0;1;1;0;
connectedComponent1856;0;0;1;1;0;
connectedComponent1857;1;1;1;1;1;
connectedComponent1858;1;1;0;0;1;
connectedComponent1859;1;0;1;1;0;
connectedComponent1860;1;1;1;1;0;
connectedComponent1861;0;0;1;1;0;
connectedComponent1862;1;0;0;1;0;
connectedComponent1863;1;0;1;1;0;
connectedComponent1864;1;0;1;1;0;
connectedComponent1865;1;1;1;1;0;
connectedComponent1866;1;0;1;1;0;
connectedComponent1867;1;0;1;1;0;
connectedComponent1868;0;0;1;1;0;
connectedComponent1869;1;0;0;0;1;
connectedComponent1870;1;1;1;1;1;
connectedComponent1871;1;1;0;0;1;
connectedComponent1872;1;1;1;0;0;
connectedComponent1873;0;0;1;1;0;
connectedComponent1874;0;0;1;1;0;
connectedComponent1875;1;1;1;1;1;
connectedComponent1876;0;1;1;1;0;
connectedComponent1877;1;1;1;1;1;
connectedComponent1878;1;0;1;1;0;
connectedComponent1879;1;0;1;1;0;
connectedComponent1880;1;0;1;1;1;
connectedComponent1881;1;0;1;1;0;
connectedComponent1882;0;0;1;1;0;
connectedComponent1883;1;1;1;1;1;
connectedComponent1884;1;1;1;1;1;
connectedComponent1885;0;0;1;1;0;
connectedComponent1886;1;0;1;1;1;
connectedComponent1887;1;0;1;1;0;
connectedComponent1888;1;0;1;1;0;
connectedComponent1889;0;0;1;1;0;
connectedComponent1890;0;0;1;1;0;
connectedComponent1891;1;0;1;0;0;
connectedComponent1892;1;0;1;1;0;
connectedComponent1893;0;0;1;1;0;
connectedComponent1894;1;0;1;1;0;
connectedComponent1895;0;1;1;0;0;
connectedComponent1896;1;1;1;1;1;
connectedComponent1897;0;0;1;1;0;
connectedComponent1898;1;1;0;0;0;
connectedComponent1899;0;0;1;1;0;
connectedComponent1900;0;0;1;1;0;
connectedComponent1901;0;0;1;1;0;
connectedComponent1902;0;0;1;1;0;
connectedComponent1903;0;1;0;0;1;
connectedComponent1904;0;1;1;1;0;
connectedComponent1905;0;0;1;1;0;
connectedComponent1906;0;0;1;1;0;
connectedComponent1907;1;0;1;1;0;
connectedComponent1908;1;0;1;1;0;
connectedComponent1909;1;1;1;1;1;
connectedComponent1910;1;0;1;1;0;
connectedComponent1911;1;1;1;1;1;
connectedComponent1912;0;0;1;1;0;
connectedComponent1913;1;1;0;0;0;
connectedComponent1914;0;0;1;1;0;
connectedComponent1915;1;0;0;0;1;
connectedComponent1916;0;0;1;1;0;
connectedComponent1917;1;1;1;1;1;
connectedComponent1918;0;0;1;1;0;
connectedComponent1919;1;1;1;1;1;
connectedComponent1920;1;0;0;0;1;
connectedComponent1921;0;0;1;1;0;
connectedComponent1922;0;1;1;1;0;
connectedComponent1923;1;1;0;0;1;
connectedComponent1924;0;0;1;1;0;
connectedComponent1925;1;1;1;1;1;
connectedComponent1926;1;0;1;0;0;
connectedComponent1927;1;0;1;1;0;
connectedComponent1928;0;0;1;1;0;
connectedComponent1929;1;1;0;0;0;
connectedComponent1930;1;1;1;0;1;
connectedComponent1931;1;1;1;1;1;
connectedComponent1932;1;1;1;1;1;
connectedComponent1933;1;0;0;0;1;
connectedComponent1934;1;1;1;1;1;
connectedComponent1935;0;0;1;1;0;
connectedComponent1936;1;1;0;0;1;
connectedComponent1937;1;1;1;1;1;
connectedComponent1938;1;1;0;1;1;
connectedComponent1939;1;1;1;1;0;
connectedComponent1940;1;0;1;0;0;
connectedComponent1941;1;1;1;1;1;
connectedComponent1942;0;0;1;1;0;
connectedComponent1943;1;1;1;1;1;
connectedComponent1944;1;0;1;1;0;
connectedComponent1945;1;0;0;1;0;
connectedComponent1946;1;1;1;1;1;
connectedComponent1947;0;0;1;1;0;
connectedComponent1948;0;0;1;1;0;
connectedComponent1949;1;1;1;1;1;
connectedComponent1950;0;1;1;1;1;
connectedComponent1951;1;1;1;1;1;
connectedComponent1952;1;1;1;1;1;
connectedComponent1953;1;0;1;0;0;
connectedComponent1954;0;1;1;1;0;
connectedComponent1955;1;0;1;1;0;
connectedComponent1956;0;0;1;1;0;
connectedComponent1957;1;1;1;1;0;
connectedComponent1958;1;1;1;1;0;
connectedComponent1959;0;0;1;1;0;
connectedComponent1960;0;0;1;1;0;
connectedComponent1961;1;0;1;0;0;
connectedComponent1962;1;0;1;0;1;
connectedComponent1963;0;0;1;1;0;
connectedComponent1964;0;1;1;1;0;
connectedComponent1965;0;0;1;1;0;
connectedComponent1966;1;1;1;1;1;
connectedComponent1967;0;0;1;1;0;
connectedComponent1968;1;0;1;1;0;
connectedComponent1969;1;1;1;1;1;
connectedComponent1970;1;1;1;1;1;
connectedComponent1971;1;0;1;1;0;
connectedComponent1972;1;0;1;1;0;
connectedComponent1973;1;1;0;0;1;
connectedComponent1974;1;1;1;1;1;
connectedComponent1975;0;0;1;1;0;
connectedComponent1976;0;1;1;1;0;
connectedComponent1977;1;1;1;1;1;
connectedComponent1978;1;1;1;1;0;
connectedComponent1979;0;0;1;1;0;
connectedComponent1980;0;1;1;0;0;
connectedComponent1981;1;1;1;1;0;
connectedComponent1982;1;1;1;1;1;
connectedComponent1983;1;0;1;1;0;
connectedComponent1984;1;1;1;1;0;
connectedComponent1985;1;0;1;1;0;
connectedComponent1986;1;0;1;1;0;
connectedComponent1987;0;0;1;1;0;
connectedComponent1988;1;1;1;1;1;
connectedComponent1989;1;0;1;1;0;
connectedComponent1990;1;1;1;1;0;
connectedComponent1991;1;1;1;1;1;
connectedComponent1992;1;1;1;1;1;
connectedComponent1993;0;0;1;1;0;
connectedComponent1994;1;1;1;1;1;
connectedComponent1995;1;0;1;1;0;
connectedComponent1996;0;0;1;1;0;
connectedComponent1997;0;0;1;1;0;
connectedComponent1998;1;1;0;0;0;
connectedComponent1999;1;0;1;1;0;
connectedComponent2000;0;0;1;1;0;
connectedComponent2001;1;1;1;1;1;
connectedComponent2002;0;0;1;1;0;
connectedComponent2003;0;0;1;1;0;
connectedComponent2004;1;0;1;1;0;
connectedComponent2005;1;1;1;1;0;
connectedComponent2006;0;0;1;1;0;
connectedComponent2007;0;0;1;1;0;
connectedComponent2008;0;0;1;1;0;
connectedComponent2009;1;1;0;0;1;
connectedComponent2010;1;1;1;1;1;
connectedComponent2011;1;1;1;1;1;
connectedComponent2012;1;1;1;1;1;
connectedComponent2013;1;1;1;1;1;
connectedComponent2014;0;0;1;1;0;
connectedComponent2015;1;1;1;1;1;
connectedComponent2016;0;0;1;1;0;
connectedComponent2017;0;1;1;1;0;
connectedComponent2018;0;0;1;1;0;
connectedComponent2019;1;1;1;1;0;
connectedComponent2020;1;0;1;1;0;
connectedComponent2021;0;1;1;1;0;
connectedComponent2022;1;0;1;1;0;
connectedComponent2023;1;1;1;1;1;
connectedComponent2024;0;0;1;1;0;
connectedComponent2025;0;1;1;1;0;
connectedComponent2026;1;1;1;0;1;
connectedComponent2027;0;0;1;1;0;
connectedComponent2028;1;0;1;0;0;
connectedComponent2029;0;0;1;1;0;
connectedComponent2030;1;1;0;0;0;
connectedComponent2031;0;0;1;1;0;
connectedComponent2032;1;0;0;1;0;
connectedComponent2033;1;0;1;1;0;
connectedComponent2034;1;1;1;1;0;
connectedComponent2035;1;1;1;1;1;
connectedComponent2036;1;0;1;1;0;
connectedComponent2037;0;1;1;0;0;
connectedComponent2038;1;1;1;1;1;
connectedComponent2039;1;0;1;0;1;
connectedComponent2040;1;0;1;1;0;
connectedComponent2041;0;0;1;1;0;
connectedComponent2042;1;1;0;0;0;
connectedComponent2043;1;1;1;1;1;
connectedComponent2044;0;0;1;1;0;
connectedComponent2045;0;0;1;1;0;
connectedComponent2046;1;1;0;1;0;
connectedComponent2047;0;0;1;1;0;
connectedComponent2048;1;1;1;1;0;
connectedComponent2049;1;1;0;0;1;
connectedComponent2050;1;1;1;1;1;
connectedComponent2051;0;0;1;1;0;
connectedComponent2052;1;1;1;1;1;
connectedComponent2053;0;0;1;1;0;
connectedComponent2054;1;0;1;1;0;
connectedComponent2055;1;0;1;1;0;
connectedComponent2056;0;0;1;1;0;
connectedComponent2057;1;1;1;1;0;
connectedComponent2058;0;1;1;1;0;
connectedComponent2059;0;0;1;1;0;
connectedComponent2060;1;0;0;1;1;
connectedComponent2061;0;0;1;1;0;
connectedComponent2062;0;0;1;1;0;
connectedComponent2063;0;0;1;1;0;
connectedComponent2064;0;0;1;1;0;
connectedComponent2065;1;0;0;0;1;
connectedComponent2066;1;1;1;0;0;
connectedComponent2067;0;1;1;1;0;
connectedComponent2068;1;1;1;1;1;
connectedComponent2069;0;0;1;1;0;
connectedComponent2070;0;0;1;1;0;
connectedComponent2071;1;1;0;1;0;
connectedComponent2072;1;0;1;1;0;
connectedComponent2073;1;1;1;1;1;
connectedComponent2074;0;0;1;1;0;
connectedComponent2075;1;1;1;1;1;
connectedComponent2076;1;0;1;1;0;
connectedComponent2077;1;1;1;1;1;
connectedComponent2078;0;0;1;1;0;
connectedComponent2079;1;1;0;0;1;
connectedComponent2080;0;0;1;1;0;
connectedComponent2081;1;0;1;1;1;
connectedComponent2082;0;0;1;1;0;
connectedComponent2083;1;1;0;0;0;
connectedComponent2084;1;1;1;1;1;
connectedComponent2085;1;0;1;1;0;
connectedComponent2086;1;1;1;1;1;
connectedComponent2087;1;0;0;0;1;
connectedComponent2088;0;0;1;1;0;
connectedComponent2089;0;0;1;1;0;
connectedComponent2090;1;1;0;0;0;
connectedComponent2091;0;0;1;1;0;
connectedComponent2092;1;1;1;1;0;
connectedComponent2093;1;1;1;1;0;
connectedComponent2094;0;0;1;1;0;
connectedComponent2095;1;1;0;0;1;
connectedComponent2096;1;0;1;1;0;
connectedComponent2097;1;0;1;1;0;
connectedComponent2098;1;1;1;1;0;
connectedComponent2099;0;1;1;1;0;
connectedComponent2100;1;1;1;1;1;
connectedComponent2101;1;0;1;0;0;
connectedComponent2102;0;0;1;1;0;
connectedComponent2103;0;0;1;1;0;
connectedComponent2104;0;0;1;1;0;
connectedComponent2105;0;0;1;1;0;
connectedComponent2106;0;1;1;1;0;
connectedComponent2107;0;1;1;1;1;
connectedComponent2108;1;1;1;1;0;
connectedComponent2109;0;0;1;1;0;
connectedComponent2110;0;0;1;1;0;
connectedComponent2111;0;0;1;1;0;
connectedComponent2112;1;0;1;1;0;
connectedComponent2113;1;1;1;1;1;
connectedComponent2114;1;1;1;1;1;
connectedComponent2115;0;0;1;1;0;
connectedComponent2116;1;0;1;0;0;
connectedComponent2117;1;0;1;1;0;
connectedComponent2118;1;1;1;1;1;
connectedComponent2119;1;0;1;0;0;
connectedComponent2120;0;0;1;1;0;
connectedComponent2121;0;0;1;1;0;
connectedComponent2122;0;0;1;1;0;
connectedComponent2123;0;0;1;1;0;
connectedComponent2124;1;1;1;1;1;
connectedComponent2125;1;0;1;1;0;
connectedComponent2126;0;0;1;1;0;
connectedComponent2127;0;0;1;1;0;
connectedComponent2128;1;1;1;1;0;
connectedComponent2129;1;1;0;1;1;
connectedComponent2130;1;0;0;1;1;
connectedComponent2131;1;0;1;1;0;
connectedComponent2132;1;0;1;1;0;
connectedComponent2133;1;0;1;1;0;
connectedComponent2134;0;1;1;1;1;
connectedComponent2135;0;0;1;1;0;
connectedComponent2136;1;1;1;1;0;
connectedComponent2137;0;1;0;1;1;
connectedComponent2138;0;0;1;1;0;
connectedComponent2139;1;0;1;1;0;
connectedComponent2140;1;1;1;1;0;
connectedComponent2141;1;0;0;1;1;
connectedComponent2142;1;0;1;1;0;
connectedComponent2143;1;1;1;1;1;
connectedComponent2144;1;1;1;0;1;
connectedComponent2145;1;0;0;0;1;
connectedComponent2146;0;0;1;1;0;
connectedComponent2147;1;0;0;0;1;
connectedComponent2148;1;0;1;1;0;
connectedComponent2149;1;1;1;1;1;
connectedComponent2150;0;0;1;1;0;
connectedComponent2151;1;1;1;1;1;
connectedComponent2152;0;0;1;1;0;
connectedComponent2153;1;1;1;1;1;
connectedComponent2154;0;0;1;1;0;
connectedComponent2155;1;0;1;1;0;
connectedComponent2156;1;1;1;1;1;
connectedComponent2157;1;1;1;1;1;
connectedComponent2158;0;1;0;1;0;
connectedComponent2159;1;0;1;0;0;
connectedComponent2160;1;1;1;1;1;
connectedComponent2161;1;1;1;1;0;
connectedComponent2162;1;1;0;1;0;
connectedComponent2163;1;0;1;1;1;
connectedComponent2164;0;0;1;1;0;
connectedComponent2165;0;0;1;1;0;
connectedComponent2166;0;0;1;1;0;
connectedComponent2167;0;0;1;1;0;
connectedComponent2168;0;1;1;1;0;
connectedComponent2169;1;1;1;1;1;
connectedComponent2170;1;1;1;1;1;
connectedComponent2171;1;1;1;1;1;
connectedComponent2172;1;0;1;1;0;
connectedComponent2173;1;1;1;1;1;
connectedComponent2174;1;0;0;1;0;
connectedComponent2175;1;0;1;1;0;
connectedComponent2176;1;0;1;1;0;
connectedComponent2177;1;0;1;1;1;
connectedComponent2178;1;1;1;1;0;
connectedComponent2179;1;1;1;1;1;
connectedComponent2180;0;0;1;1;0;
connectedComponent2181;1;0;1;1;0;
connectedComponent2182;0;0;1;1;0;
connectedComponent2183;1;0;1;1;0;
connectedComponent2184;1;1;0;0;0;
connectedComponent2185;1;0;1;1;0;
connectedComponent2186;1;0;1;1;0;
connectedComponent2187;1;1;1;1;1;
connectedComponent2188;1;1;1;1;1;
connectedComponent2189;1;0;1;1;0;
connectedComponent2190;1;0;1;1;0;
connectedComponent2191;1;1;1;1;1;
connectedComponent2192;1;1;1;1;1;
connectedComponent2193;0;0;1;1;0;
connectedComponent2194;1;1;1;1;1;
connectedComponent2195;0;0;1;1;0;
connectedComponent2196;1;0;1;1;0;
connectedComponent2197;1;1;1;1;0;
connectedComponent2198;0;0;1;1;0;
connectedComponent2199;1;1;1;1;0;
connectedComponent2200;0;0;1;1;0;
connectedComponent2201;1;1;1;1;0;
connectedComponent2202;1;0;0;0;1;
connectedComponent2203;1;0;1;1;0;
