Row;BM-CLC;BM-MEGAHIT;BM-MetaSPADES;CH-MetaSPADES;SH-CLC
connectedComponent1636;0;0;1;1;0;
connectedComponent1637;0;0;1;1;0;
connectedComponent1638;1;1;1;1;0;
connectedComponent1639;1;1;1;1;1;
connectedComponent1640;1;1;1;1;1;
connectedComponent1641;0;0;1;1;0;
connectedComponent1642;1;1;1;1;0;
connectedComponent1643;0;0;1;1;0;
connectedComponent1644;1;0;1;0;0;
connectedComponent1645;1;0;1;1;0;
connectedComponent1646;1;0;0;1;0;
connectedComponent1647;1;0;0;0;1;
connectedComponent1648;0;0;1;1;0;
connectedComponent1649;1;0;1;1;0;
connectedComponent1650;0;0;1;1;0;
connectedComponent1651;0;0;1;1;0;
connectedComponent1652;1;1;0;0;1;
connectedComponent1653;1;1;1;1;1;
connectedComponent1654;1;1;1;1;1;
connectedComponent1655;0;0;1;1;0;
connectedComponent1656;0;0;1;1;0;
connectedComponent1657;1;0;1;1;0;
connectedComponent1658;1;1;1;1;1;
connectedComponent1659;1;1;1;1;1;
connectedComponent1660;1;0;1;1;0;
connectedComponent1661;0;1;1;1;0;
connectedComponent1662;0;0;1;1;0;
connectedComponent1663;1;1;1;1;0;
connectedComponent1664;1;1;1;1;1;
connectedComponent1665;1;1;1;1;1;
connectedComponent1666;0;0;1;1;0;
connectedComponent1667;1;1;1;1;0;
connectedComponent1668;1;1;1;1;1;
connectedComponent1669;1;0;1;1;0;
connectedComponent1670;1;0;1;1;0;
connectedComponent1671;0;0;1;1;0;
connectedComponent1672;1;1;1;1;1;
connectedComponent1673;1;1;1;1;1;
connectedComponent1674;1;1;1;1;0;
connectedComponent1675;0;0;1;1;0;
connectedComponent1676;1;1;1;1;1;
connectedComponent1677;1;0;1;1;0;
connectedComponent1678;1;1;1;1;1;
connectedComponent1679;0;0;1;1;0;
connectedComponent1680;1;1;1;1;1;
connectedComponent1681;0;1;1;1;0;
connectedComponent1682;1;0;1;1;1;
connectedComponent1683;1;1;1;1;1;
connectedComponent1684;0;0;1;1;0;
connectedComponent1685;1;0;1;1;0;
connectedComponent1686;1;0;0;1;0;
connectedComponent1687;1;1;1;1;1;
connectedComponent1688;1;1;0;0;1;
connectedComponent1689;1;0;1;1;0;
connectedComponent1690;0;0;1;1;0;
connectedComponent1691;1;1;1;1;0;
connectedComponent1692;1;1;1;1;1;
connectedComponent1693;1;1;1;1;1;
connectedComponent1694;1;0;1;1;1;
connectedComponent1695;1;0;1;1;0;
connectedComponent1696;1;1;1;1;1;
connectedComponent1697;0;0;1;1;0;
connectedComponent1698;1;1;1;1;0;
connectedComponent1699;0;0;1;1;0;
connectedComponent1700;1;0;0;0;1;
connectedComponent1701;0;0;1;1;0;
connectedComponent1702;1;1;1;1;0;
connectedComponent1703;1;1;1;1;1;
connectedComponent1704;1;1;1;1;1;
connectedComponent1705;1;1;1;1;1;
connectedComponent1706;1;0;1;1;0;
connectedComponent1707;0;1;1;1;0;
connectedComponent1708;0;0;1;1;0;
connectedComponent1709;1;1;1;1;0;
connectedComponent1710;1;0;1;1;0;
connectedComponent1711;0;1;1;1;0;
connectedComponent1712;1;1;1;1;1;
connectedComponent1713;1;1;1;1;1;
connectedComponent1714;0;0;1;1;0;
connectedComponent1715;1;1;1;1;1;
connectedComponent1716;1;1;1;1;0;
connectedComponent1717;1;1;1;1;1;
connectedComponent1718;0;1;1;1;0;
connectedComponent1719;0;0;1;1;0;
connectedComponent1720;0;0;1;1;0;
connectedComponent1721;1;1;1;1;1;
connectedComponent1722;1;0;1;1;0;
connectedComponent1723;0;0;1;1;0;
connectedComponent1724;0;0;1;1;0;
connectedComponent1725;1;1;1;1;1;
connectedComponent1726;1;1;1;1;1;
connectedComponent1727;1;0;1;1;0;
connectedComponent1728;1;0;0;1;0;
connectedComponent1729;1;0;1;1;0;
connectedComponent1730;1;0;0;0;1;
connectedComponent1731;1;0;1;1;1;
connectedComponent1732;0;0;1;1;0;
connectedComponent1733;1;1;1;1;1;
connectedComponent1734;1;1;0;0;1;
connectedComponent1735;1;1;1;1;1;
connectedComponent1736;1;1;1;1;1;
connectedComponent1737;1;1;1;1;0;
connectedComponent1738;1;0;1;1;0;
connectedComponent1739;1;1;1;0;0;
connectedComponent1740;1;0;0;0;1;
connectedComponent1741;1;1;0;0;1;
connectedComponent1742;0;0;1;1;0;
connectedComponent1743;0;0;1;1;0;
connectedComponent1744;1;1;1;1;1;
connectedComponent1745;1;0;1;1;0;
connectedComponent1746;1;1;1;1;1;
connectedComponent1747;1;1;1;1;0;
connectedComponent1748;1;1;1;1;1;
connectedComponent1749;1;0;1;1;1;
connectedComponent1750;0;0;1;1;0;
connectedComponent1751;1;1;1;1;1;
connectedComponent1752;1;0;1;1;0;
connectedComponent1753;0;0;1;1;0;
connectedComponent1754;1;0;1;1;0;
connectedComponent1755;1;1;1;1;1;
connectedComponent1756;0;0;1;1;0;
connectedComponent1757;1;0;1;1;0;
connectedComponent1758;0;1;1;1;0;
connectedComponent1759;1;0;0;1;0;
connectedComponent1760;1;1;1;1;1;
connectedComponent1761;1;0;1;1;1;
connectedComponent1762;0;0;1;1;0;
connectedComponent1763;0;1;1;1;0;
connectedComponent1764;0;0;1;1;0;
connectedComponent1765;1;0;1;1;1;
connectedComponent1766;0;0;1;1;0;
connectedComponent1767;0;0;1;1;0;
connectedComponent1768;1;1;1;1;1;
connectedComponent1769;1;0;0;1;0;
connectedComponent1770;1;1;1;1;1;
connectedComponent1771;0;0;1;1;0;
connectedComponent1772;0;0;1;1;0;
connectedComponent1773;1;1;1;1;1;
connectedComponent1774;1;0;1;0;0;
connectedComponent1775;1;0;0;0;1;
connectedComponent1776;1;1;1;1;1;
connectedComponent1777;1;1;1;1;1;
connectedComponent1778;1;1;1;1;0;
connectedComponent1779;0;0;1;1;0;
connectedComponent1780;1;1;1;1;0;
connectedComponent1781;0;0;1;1;0;
connectedComponent1782;1;1;0;0;1;
connectedComponent1783;0;1;0;1;0;
connectedComponent1784;0;0;1;1;0;
connectedComponent1785;1;0;1;1;0;
connectedComponent1786;1;1;1;1;1;
connectedComponent1787;1;0;1;1;0;
connectedComponent1788;1;1;1;1;1;
connectedComponent1789;0;0;1;1;0;
connectedComponent1790;0;0;1;1;0;
connectedComponent1791;0;0;1;1;0;
connectedComponent1792;0;0;1;1;0;
connectedComponent1793;1;1;1;1;1;
connectedComponent1794;1;1;1;1;1;
connectedComponent1795;0;0;1;1;0;
connectedComponent1796;1;0;1;1;0;
connectedComponent1797;1;1;1;1;0;
connectedComponent1798;1;1;1;1;1;
connectedComponent1799;0;0;1;1;0;
connectedComponent1800;1;1;1;1;1;
connectedComponent1801;1;1;1;1;1;
connectedComponent1802;0;0;1;1;0;
connectedComponent1803;0;0;1;1;0;
connectedComponent1804;0;0;1;1;0;
connectedComponent1805;0;0;1;1;0;
connectedComponent1806;1;0;0;0;1;
connectedComponent1807;1;1;1;1;1;
connectedComponent1808;1;0;1;1;0;
connectedComponent1809;0;1;1;0;0;
connectedComponent1810;0;0;1;1;0;
connectedComponent1811;1;1;1;0;0;
connectedComponent1812;0;0;1;1;0;
connectedComponent1813;1;1;1;1;1;
connectedComponent1814;1;1;1;1;1;
connectedComponent1815;1;0;0;0;1;
connectedComponent1816;0;0;1;1;0;
connectedComponent1817;1;1;1;1;1;
connectedComponent1818;0;0;1;1;0;
connectedComponent1819;1;0;1;1;0;
connectedComponent1820;1;0;1;1;0;
connectedComponent1821;1;0;1;1;0;
connectedComponent1822;1;0;1;1;0;
connectedComponent1823;1;1;1;1;0;
connectedComponent1824;1;1;1;1;1;
connectedComponent1825;1;0;1;0;0;
connectedComponent1826;1;1;1;1;0;
connectedComponent1827;1;1;1;1;1;
connectedComponent1828;1;0;1;1;0;
connectedComponent1829;0;0;1;1;0;
connectedComponent1830;1;0;1;0;0;
connectedComponent1831;1;1;1;1;1;
connectedComponent1832;0;0;1;1;0;
connectedComponent1833;1;0;1;1;0;
connectedComponent1834;1;0;0;0;1;
connectedComponent1835;0;0;1;1;0;
connectedComponent1836;0;0;1;1;0;
connectedComponent1837;0;1;1;1;0;
connectedComponent1838;1;0;1;1;0;
connectedComponent1839;1;1;1;1;1;
connectedComponent1840;1;0;1;1;0;
connectedComponent1841;0;0;1;1;0;
connectedComponent1842;0;0;1;1;0;
connectedComponent1843;1;1;0;0;0;
connectedComponent1844;1;1;1;1;1;
connectedComponent1845;0;1;1;1;0;
connectedComponent1846;1;0;1;0;0;
connectedComponent1847;1;1;1;1;1;
connectedComponent1848;1;1;1;1;0;
connectedComponent1849;1;1;1;1;1;
connectedComponent1850;1;0;1;1;0;
connectedComponent1851;1;0;1;1;0;
connectedComponent1852;0;0;1;1;0;
connectedComponent1853;0;0;1;1;0;
connectedComponent1854;1;0;1;1;0;
connectedComponent1855;1;1;1;1;1;
connectedComponent1856;1;1;0;0;1;
connectedComponent1857;1;1;1;1;1;
connectedComponent1858;0;0;1;1;0;
connectedComponent1859;0;0;1;1;0;
connectedComponent1860;1;1;1;1;1;
connectedComponent1861;1;1;1;1;1;
connectedComponent1862;1;0;1;1;0;
connectedComponent1863;1;1;0;1;0;
connectedComponent1864;0;1;0;1;0;
connectedComponent1865;1;0;1;1;0;
connectedComponent1866;0;0;1;1;0;
connectedComponent1867;1;0;1;1;0;
connectedComponent1868;1;0;1;1;1;
connectedComponent1869;0;0;1;1;0;
connectedComponent1870;1;1;1;1;1;
connectedComponent1871;1;0;1;1;0;
connectedComponent1872;1;0;1;1;0;
connectedComponent1873;1;0;1;1;0;
connectedComponent1874;1;1;1;1;1;
connectedComponent1875;0;0;1;1;0;
connectedComponent1876;0;0;1;1;0;
connectedComponent1877;1;1;1;1;1;
connectedComponent1878;1;0;1;1;0;
connectedComponent1879;1;1;1;1;1;
connectedComponent1880;0;0;1;1;0;
connectedComponent1881;0;0;1;1;0;
connectedComponent1882;1;0;1;1;0;
connectedComponent1883;1;1;0;1;1;
connectedComponent1884;0;0;1;1;0;
connectedComponent1885;1;1;1;1;1;
connectedComponent1886;1;0;1;1;0;
connectedComponent1887;1;1;1;1;1;
connectedComponent1888;0;1;1;1;0;
connectedComponent1889;0;0;1;1;0;
connectedComponent1890;1;1;1;1;1;
connectedComponent1891;0;0;1;1;0;
connectedComponent1892;1;0;1;1;0;
connectedComponent1893;1;0;1;1;0;
connectedComponent1894;1;1;0;0;1;
connectedComponent1895;0;0;1;1;0;
connectedComponent1896;1;1;1;1;1;
connectedComponent1897;0;0;1;1;0;
connectedComponent1898;1;1;1;1;1;
connectedComponent1899;1;0;1;1;0;
connectedComponent1900;1;1;1;1;1;
connectedComponent1901;1;1;1;1;0;
connectedComponent1902;1;0;1;1;0;
connectedComponent1903;1;0;1;1;0;
connectedComponent1904;1;0;1;1;0;
connectedComponent1905;1;1;1;1;1;
connectedComponent1906;1;1;0;0;0;
connectedComponent1907;1;1;1;1;0;
connectedComponent1908;1;1;1;1;1;
connectedComponent1909;1;0;1;0;0;
connectedComponent1910;0;0;1;1;0;
connectedComponent1911;0;0;1;1;0;
connectedComponent1912;1;1;1;1;1;
connectedComponent1913;1;1;0;1;1;
connectedComponent1914;1;0;1;1;0;
connectedComponent1915;0;0;1;1;0;
connectedComponent1916;0;0;1;1;0;
connectedComponent1917;1;1;1;1;0;
connectedComponent1918;0;0;1;1;0;
connectedComponent1919;1;1;1;1;1;
connectedComponent1920;0;0;1;1;0;
connectedComponent1921;0;1;1;1;0;
connectedComponent1922;1;0;1;0;0;
connectedComponent1923;1;1;1;1;1;
connectedComponent1924;1;0;1;1;1;
connectedComponent1925;0;0;1;1;0;
connectedComponent1926;1;1;1;1;1;
connectedComponent1927;0;0;1;1;0;
connectedComponent1928;0;0;1;1;0;
connectedComponent1929;0;1;0;1;0;
connectedComponent1930;1;1;1;1;1;
connectedComponent1931;0;1;1;1;0;
connectedComponent1932;1;1;1;1;0;
connectedComponent1933;1;0;1;1;0;
connectedComponent1934;1;1;0;0;0;
connectedComponent1935;1;1;1;1;1;
connectedComponent1936;1;1;0;0;1;
connectedComponent1937;1;0;1;1;0;
connectedComponent1938;1;0;1;1;0;
connectedComponent1939;0;0;1;1;0;
connectedComponent1940;1;0;1;1;0;
connectedComponent1941;0;1;1;1;0;
connectedComponent1942;1;0;0;1;0;
connectedComponent1943;0;1;1;1;1;
connectedComponent1944;1;0;1;1;0;
connectedComponent1945;1;1;1;1;1;
connectedComponent1946;1;1;1;0;1;
connectedComponent1947;1;1;1;1;1;
connectedComponent1948;1;1;1;1;1;
connectedComponent1949;1;0;1;1;0;
connectedComponent1950;0;0;1;1;0;
connectedComponent1951;1;1;1;1;1;
connectedComponent1952;1;0;1;1;0;
connectedComponent1953;0;0;1;1;0;
connectedComponent1954;0;0;1;1;0;
connectedComponent1955;1;1;1;1;0;
connectedComponent1956;1;1;1;1;1;
connectedComponent1957;1;0;1;1;0;
connectedComponent1958;1;1;1;1;1;
connectedComponent1959;1;1;1;1;1;
connectedComponent1960;0;0;1;1;0;
connectedComponent1961;1;1;1;1;1;
connectedComponent1962;0;0;1;1;0;
connectedComponent1963;1;1;1;1;0;
connectedComponent1964;0;0;1;1;0;
connectedComponent1965;1;1;1;1;1;
connectedComponent1966;0;0;1;1;0;
connectedComponent1967;1;0;1;1;0;
connectedComponent1968;1;1;1;1;0;
connectedComponent1969;0;0;1;1;0;
connectedComponent1970;0;0;1;1;0;
connectedComponent1971;0;0;1;1;0;
connectedComponent1972;1;0;1;1;0;
connectedComponent1973;0;0;1;1;0;
connectedComponent1974;1;1;1;1;1;
connectedComponent1975;0;0;1;1;0;
connectedComponent1976;1;0;1;1;0;
connectedComponent1977;0;0;1;1;0;
connectedComponent1978;1;0;1;1;0;
connectedComponent1979;0;0;1;1;0;
connectedComponent1980;1;0;1;1;0;
connectedComponent1981;1;1;0;1;0;
connectedComponent1982;0;0;1;1;0;
connectedComponent1983;1;1;1;1;1;
connectedComponent1984;0;0;1;1;0;
connectedComponent1985;1;0;1;0;0;
connectedComponent1986;0;0;1;1;0;
connectedComponent1987;1;1;1;1;1;
connectedComponent1988;1;1;0;0;0;
connectedComponent1989;0;1;1;1;0;
connectedComponent1990;1;0;1;1;0;
connectedComponent1991;1;0;1;1;0;
connectedComponent1992;1;1;0;0;0;
connectedComponent1993;1;1;1;1;1;
connectedComponent1994;1;1;1;1;1;
connectedComponent1995;1;0;1;1;0;
connectedComponent1996;0;0;1;1;0;
connectedComponent1997;0;0;1;1;0;
connectedComponent1998;0;0;1;1;0;
connectedComponent1999;1;0;1;1;0;
connectedComponent2000;1;1;1;1;0;
connectedComponent2001;1;0;1;1;0;
connectedComponent2002;1;1;1;1;1;
connectedComponent2003;1;1;1;1;0;
connectedComponent2004;1;0;1;1;0;
connectedComponent2005;1;1;1;1;1;
connectedComponent2006;0;1;1;1;0;
connectedComponent2007;0;0;1;1;0;
connectedComponent2008;1;0;1;1;1;
connectedComponent2009;1;0;0;0;1;
connectedComponent2010;1;1;1;1;1;
connectedComponent2011;1;0;1;1;0;
connectedComponent2012;0;0;1;1;0;
connectedComponent2013;1;0;1;1;0;
connectedComponent2014;1;0;1;1;0;
connectedComponent2015;0;0;1;1;0;
connectedComponent2016;0;0;1;1;0;
connectedComponent2017;0;0;1;1;0;
connectedComponent2018;1;1;1;1;1;
connectedComponent2019;1;1;1;1;1;
connectedComponent2020;0;0;1;1;0;
connectedComponent2021;1;0;1;1;0;
connectedComponent2022;0;0;1;1;0;
connectedComponent2023;1;1;1;1;1;
connectedComponent2024;1;1;1;1;1;
connectedComponent2025;1;0;1;1;0;
connectedComponent2026;1;1;1;1;1;
connectedComponent2027;0;0;1;1;0;
connectedComponent2028;0;0;1;1;0;
connectedComponent2029;1;1;1;1;0;
connectedComponent2030;0;0;1;1;0;
connectedComponent2031;1;1;1;1;0;
connectedComponent2032;1;1;1;1;1;
connectedComponent2033;0;0;1;1;0;
connectedComponent2034;1;0;1;1;1;
connectedComponent2035;1;1;1;1;1;
connectedComponent2036;1;1;1;0;1;
connectedComponent2037;1;0;1;1;0;
connectedComponent2038;1;1;1;1;1;
connectedComponent2039;1;1;1;1;1;
connectedComponent2040;0;0;1;1;0;
connectedComponent2041;0;0;1;1;0;
connectedComponent2042;0;1;1;1;0;
connectedComponent2043;0;0;1;1;0;
connectedComponent2044;1;1;1;1;0;
connectedComponent2045;1;1;1;1;1;
connectedComponent2046;0;0;1;1;0;
connectedComponent2047;1;1;1;1;1;
connectedComponent2048;1;0;1;1;0;
connectedComponent2049;1;1;1;1;1;
connectedComponent2050;0;0;1;1;0;
connectedComponent2051;1;1;1;1;0;
connectedComponent2052;0;0;1;1;0;
connectedComponent2053;1;1;0;0;0;
connectedComponent2054;0;0;1;1;0;
connectedComponent2055;1;1;1;1;1;
connectedComponent2056;0;0;1;1;0;
connectedComponent2057;1;1;1;1;0;
connectedComponent2058;1;0;1;1;0;
connectedComponent2059;1;0;1;1;0;
connectedComponent2060;1;1;1;1;0;
connectedComponent2061;0;0;1;1;0;
connectedComponent2062;1;1;1;1;1;
connectedComponent2063;1;1;1;1;1;
connectedComponent2064;1;1;1;1;0;
connectedComponent2065;0;0;1;1;0;
connectedComponent2066;1;1;1;0;0;
connectedComponent2067;0;0;1;1;0;
connectedComponent2068;1;0;1;1;0;
connectedComponent2069;0;0;1;1;0;
connectedComponent2070;1;1;1;1;0;
connectedComponent2071;1;1;1;1;0;
connectedComponent2072;0;0;1;1;0;
connectedComponent2073;1;0;1;1;0;
connectedComponent2074;1;1;1;1;1;
connectedComponent2075;1;0;1;1;0;
connectedComponent2076;1;1;1;1;1;
connectedComponent2077;0;0;1;1;0;
connectedComponent2078;1;1;1;1;1;
connectedComponent2079;0;0;1;1;0;
connectedComponent2080;0;0;1;1;0;
connectedComponent2081;1;0;1;1;0;
connectedComponent2082;0;0;1;1;0;
connectedComponent2083;0;0;1;0;1;
connectedComponent2084;1;0;1;1;0;
connectedComponent2085;0;0;1;1;0;
connectedComponent2086;1;1;1;1;0;
connectedComponent2087;1;1;1;1;1;
connectedComponent2088;0;0;1;1;0;
connectedComponent2089;1;1;1;1;1;
connectedComponent2090;1;1;1;1;1;
connectedComponent2091;0;0;1;1;0;
connectedComponent2092;0;1;1;1;0;
connectedComponent2093;1;1;1;1;1;
connectedComponent2094;0;0;1;1;0;
connectedComponent2095;0;0;1;1;0;
connectedComponent2096;1;1;1;1;1;
connectedComponent2097;0;0;1;1;0;
connectedComponent2098;1;1;1;1;0;
connectedComponent2099;1;1;1;0;0;
connectedComponent2100;1;0;1;1;1;
connectedComponent2101;1;1;0;0;1;
connectedComponent2102;1;1;1;1;0;
connectedComponent2103;1;0;1;1;0;
connectedComponent2104;1;1;1;1;1;
connectedComponent2105;0;0;1;1;0;
connectedComponent2106;0;0;1;1;0;
connectedComponent2107;1;1;1;1;1;
connectedComponent2108;1;1;0;0;1;
connectedComponent2109;1;0;1;1;0;
connectedComponent2110;1;1;1;1;0;
connectedComponent2111;1;1;1;1;1;
connectedComponent2112;1;1;1;1;1;
connectedComponent2113;1;0;0;1;0;
connectedComponent2114;1;0;1;1;0;
connectedComponent2115;1;0;1;1;0;
connectedComponent2116;1;1;1;1;0;
connectedComponent2117;1;0;1;1;0;
connectedComponent2118;1;0;1;1;0;
connectedComponent2119;0;0;1;1;0;
connectedComponent2120;1;1;1;1;1;
connectedComponent2121;1;1;1;1;1;
connectedComponent2122;1;1;1;0;1;
connectedComponent2123;1;1;1;1;1;
connectedComponent2124;1;1;1;1;1;
connectedComponent2125;0;0;1;1;0;
connectedComponent2126;1;1;1;1;1;
connectedComponent2127;0;0;1;1;0;
connectedComponent2128;1;0;1;1;0;
connectedComponent2129;1;0;1;1;0;
connectedComponent2130;0;0;1;1;0;
connectedComponent2131;1;0;1;1;0;
connectedComponent2132;0;0;1;1;0;
connectedComponent2133;1;1;1;1;1;
connectedComponent2134;1;1;1;1;1;
connectedComponent2135;0;0;1;1;0;
connectedComponent2136;1;0;1;1;1;
connectedComponent2137;1;0;1;1;0;
connectedComponent2138;1;1;1;1;0;
connectedComponent2139;0;0;1;1;0;
connectedComponent2140;1;1;1;1;1;
connectedComponent2141;0;0;1;1;0;
connectedComponent2142;1;0;1;0;0;
connectedComponent2143;1;0;1;1;0;
connectedComponent2144;0;0;1;1;0;
connectedComponent2145;1;0;1;1;0;
connectedComponent2146;0;1;1;0;0;
connectedComponent2147;1;1;1;1;1;
connectedComponent2148;1;1;1;0;1;
connectedComponent2149;1;1;0;0;0;
connectedComponent2150;0;0;1;1;0;
connectedComponent2151;0;0;1;1;0;
connectedComponent2152;0;0;1;1;0;
connectedComponent2153;0;0;1;1;0;
connectedComponent2154;0;1;0;0;1;
connectedComponent2155;1;1;1;1;1;
connectedComponent2156;1;1;1;1;1;
connectedComponent2157;1;1;1;1;1;
connectedComponent2158;0;1;1;1;0;
connectedComponent2159;0;0;1;1;0;
connectedComponent2160;0;0;1;1;0;
connectedComponent2161;1;0;1;1;0;
connectedComponent2162;1;0;1;1;0;
connectedComponent2163;1;1;1;1;1;
connectedComponent2164;0;0;1;1;0;
connectedComponent2165;1;1;1;1;1;
connectedComponent2166;0;0;1;1;0;
connectedComponent2167;1;0;1;1;1;
connectedComponent2168;1;1;0;0;0;
connectedComponent2169;0;0;1;1;0;
connectedComponent2170;1;1;0;0;1;
connectedComponent2171;0;0;1;1;0;
connectedComponent2172;1;1;1;1;1;
connectedComponent2173;0;0;1;1;0;
connectedComponent2174;1;1;1;1;1;
connectedComponent2175;1;1;1;1;1;
connectedComponent2176;1;1;0;0;1;
connectedComponent2177;0;1;1;1;0;
connectedComponent2178;0;0;1;1;0;
connectedComponent2179;0;1;1;1;0;
connectedComponent2180;1;1;1;1;1;
connectedComponent2181;1;0;1;1;0;
connectedComponent2182;1;1;1;1;1;
connectedComponent2183;1;1;1;1;1;
connectedComponent2184;1;1;1;1;1;
connectedComponent2185;1;0;1;1;0;
connectedComponent2186;0;0;1;1;0;
connectedComponent2187;1;1;0;0;0;
connectedComponent2188;1;1;1;1;1;
connectedComponent2189;1;1;1;1;1;
connectedComponent2190;1;1;1;1;1;
connectedComponent2191;1;0;0;0;1;
connectedComponent2192;1;1;1;1;1;
connectedComponent2193;0;0;1;1;0;
connectedComponent2194;1;1;1;1;1;
connectedComponent2195;0;0;1;1;0;
connectedComponent2196;1;1;1;1;1;
connectedComponent2197;1;1;0;1;1;
connectedComponent2198;1;1;1;1;0;
connectedComponent2199;0;0;1;1;0;
connectedComponent2200;1;1;1;1;1;
connectedComponent2201;1;1;1;1;1;
connectedComponent2202;1;1;1;1;1;
connectedComponent2203;1;0;0;1;0;
connectedComponent2204;1;1;1;1;1;
connectedComponent2205;1;1;1;1;1;
connectedComponent2206;1;1;1;1;1;
connectedComponent2207;0;0;1;1;0;
connectedComponent2208;0;0;1;1;0;
connectedComponent2209;1;1;1;1;1;
connectedComponent2210;0;1;1;1;1;
connectedComponent2211;1;1;1;1;1;
connectedComponent2212;0;0;1;1;0;
connectedComponent2213;0;0;1;1;0;
connectedComponent2214;1;1;1;1;1;
connectedComponent2215;1;1;1;1;1;
connectedComponent2216;0;1;1;1;0;
connectedComponent2217;1;0;1;1;0;
connectedComponent2218;0;0;1;1;0;
connectedComponent2219;1;1;1;1;0;
connectedComponent2220;0;0;1;1;0;
connectedComponent2221;0;0;1;1;0;
connectedComponent2222;1;0;1;0;0;
connectedComponent2223;1;0;1;0;1;
connectedComponent2224;0;0;1;1;0;
connectedComponent2225;0;1;1;1;0;
connectedComponent2226;1;1;0;0;0;
connectedComponent2227;0;0;1;1;0;
connectedComponent2228;1;1;1;1;1;
connectedComponent2229;0;0;1;1;0;
connectedComponent2230;1;0;1;1;0;
connectedComponent2231;1;1;1;1;1;
connectedComponent2232;0;1;1;1;0;
connectedComponent2233;1;1;1;1;1;
connectedComponent2234;1;0;1;1;0;
connectedComponent2235;1;1;0;0;1;
connectedComponent2236;1;1;1;1;1;
connectedComponent2237;0;0;1;1;0;
connectedComponent2238;0;1;1;1;0;
connectedComponent2239;1;1;1;1;1;
connectedComponent2240;1;1;1;1;0;
connectedComponent2241;0;0;1;1;0;
connectedComponent2242;1;1;1;1;0;
connectedComponent2243;1;1;1;1;0;
connectedComponent2244;1;1;1;1;1;
connectedComponent2245;1;0;1;1;0;
connectedComponent2246;1;1;1;0;0;
connectedComponent2247;1;1;1;1;1;
connectedComponent2248;1;0;1;1;0;
connectedComponent2249;1;0;1;1;0;
connectedComponent2250;1;1;1;1;1;
connectedComponent2251;1;1;1;1;1;
connectedComponent2252;1;1;1;1;1;
connectedComponent2253;1;1;1;1;1;
connectedComponent2254;1;0;0;0;1;
connectedComponent2255;1;0;1;1;0;
connectedComponent2256;1;0;1;1;1;
connectedComponent2257;0;0;1;1;0;
connectedComponent2258;1;1;1;1;1;
connectedComponent2259;1;0;1;1;0;
connectedComponent2260;1;0;1;1;1;
connectedComponent2261;0;0;1;1;0;
connectedComponent2262;1;1;0;0;0;
connectedComponent2263;1;0;1;1;0;
connectedComponent2264;0;0;1;1;0;
connectedComponent2265;1;1;1;1;1;
connectedComponent2266;0;0;1;1;0;
connectedComponent2267;0;0;1;1;0;
connectedComponent2268;1;0;1;1;0;
connectedComponent2269;1;1;1;1;0;
connectedComponent2270;0;0;1;1;0;
connectedComponent2271;0;0;1;1;0;
connectedComponent2272;1;0;1;1;0;
connectedComponent2273;0;0;1;1;0;
connectedComponent2274;0;0;1;1;0;
connectedComponent2275;1;1;0;0;1;
connectedComponent2276;1;1;1;1;1;
connectedComponent2277;0;1;0;0;1;
connectedComponent2278;1;1;1;1;1;
connectedComponent2279;1;1;1;1;1;
connectedComponent2280;1;1;1;1;1;
connectedComponent2281;0;0;1;1;0;
connectedComponent2282;1;0;1;1;0;
connectedComponent2283;0;1;1;1;0;
connectedComponent2284;1;1;1;1;1;
connectedComponent2285;0;0;1;1;0;
connectedComponent2286;0;1;1;1;0;
connectedComponent2287;0;0;1;1;0;
connectedComponent2288;1;1;1;1;0;
connectedComponent2289;0;1;1;1;0;
connectedComponent2290;1;0;1;1;0;
connectedComponent2291;0;1;1;1;0;
connectedComponent2292;1;0;1;1;0;
connectedComponent2293;1;1;1;1;1;
connectedComponent2294;1;1;1;1;1;
connectedComponent2295;0;0;1;1;0;
connectedComponent2296;0;1;1;1;0;
connectedComponent2297;1;1;1;0;1;
connectedComponent2298;0;0;1;1;0;
connectedComponent2299;1;0;1;0;0;
connectedComponent2300;0;0;1;1;0;
connectedComponent2301;1;1;0;0;0;
connectedComponent2302;0;0;1;1;0;
connectedComponent2303;1;0;1;1;1;
connectedComponent2304;1;1;1;1;0;
connectedComponent2305;1;1;1;1;1;
connectedComponent2306;1;1;1;1;1;
connectedComponent2307;1;0;1;1;0;
connectedComponent2308;1;1;1;1;1;
connectedComponent2309;0;0;1;1;0;
connectedComponent2310;1;1;1;1;1;
connectedComponent2311;1;0;1;1;0;
connectedComponent2312;0;0;1;1;0;
connectedComponent2313;1;1;0;0;0;
connectedComponent2314;1;1;1;1;1;
connectedComponent2315;0;0;1;1;0;
connectedComponent2316;1;1;0;1;0;
connectedComponent2317;0;0;1;1;0;
connectedComponent2318;1;1;1;1;0;
connectedComponent2319;1;1;1;1;1;
connectedComponent2320;1;1;1;1;1;
connectedComponent2321;0;0;1;1;0;
connectedComponent2322;1;1;1;1;1;
connectedComponent2323;1;1;1;1;1;
connectedComponent2324;0;0;1;1;0;
connectedComponent2325;1;0;1;1;0;
connectedComponent2326;1;0;1;1;0;
connectedComponent2327;0;0;1;1;0;
connectedComponent2328;0;1;0;1;0;
connectedComponent2329;1;1;1;1;0;
connectedComponent2330;0;1;1;1;0;
connectedComponent2331;0;0;1;1;0;
connectedComponent2332;1;0;0;1;1;
