Row;BM-CLC;BM-MEGAHIT;BM-MetaSPADES;CH-MetaSPADES;SH-CLC
connectedComponent3655;0;0;1;1;0;
connectedComponent3656;1;1;1;1;1;
connectedComponent3657;1;0;1;1;0;
connectedComponent3658;1;1;0;1;0;
connectedComponent3659;1;1;1;1;1;
connectedComponent3660;0;0;1;1;0;
connectedComponent3661;0;0;1;1;0;
connectedComponent3662;0;1;1;0;0;
connectedComponent3663;0;0;1;1;0;
connectedComponent3664;1;0;1;1;0;
connectedComponent3665;1;1;1;1;1;
connectedComponent3666;1;0;0;0;1;
connectedComponent3667;1;0;1;0;0;
connectedComponent3668;1;1;1;1;1;
connectedComponent3669;1;1;1;1;0;
connectedComponent3670;1;1;1;1;1;
connectedComponent3671;0;0;1;1;0;
connectedComponent3672;0;1;0;1;0;
connectedComponent3673;0;0;1;1;0;
connectedComponent3674;1;1;1;1;1;
connectedComponent3675;1;1;0;0;0;
connectedComponent3676;1;0;1;1;1;
connectedComponent3677;0;0;1;1;0;
connectedComponent3678;0;0;1;1;0;
connectedComponent3679;1;0;0;0;1;
connectedComponent3680;1;1;1;1;1;
connectedComponent3681;1;0;1;1;1;
connectedComponent3682;1;0;1;1;0;
connectedComponent3683;0;0;1;1;0;
connectedComponent3684;0;1;1;1;0;
connectedComponent3685;0;0;1;1;0;
connectedComponent3686;1;1;1;1;1;
connectedComponent3687;0;0;1;1;0;
connectedComponent3688;0;1;1;1;0;
connectedComponent3689;1;1;1;1;1;
connectedComponent3690;1;0;1;1;0;
connectedComponent3691;0;0;1;1;0;
connectedComponent3692;0;0;1;1;0;
connectedComponent3693;0;0;1;1;0;
connectedComponent3694;0;0;1;1;0;
connectedComponent3695;1;1;1;1;1;
connectedComponent3696;0;0;1;1;0;
connectedComponent3697;0;0;1;1;0;
connectedComponent3698;1;0;0;1;0;
connectedComponent3699;0;1;1;1;0;
connectedComponent3700;0;1;1;1;0;
connectedComponent3701;0;0;1;1;0;
connectedComponent3702;1;1;0;0;1;
connectedComponent3703;0;0;1;1;0;
connectedComponent3704;1;1;1;1;0;
connectedComponent3705;1;1;1;1;0;
connectedComponent3706;1;0;1;1;0;
connectedComponent3707;1;0;1;1;0;
connectedComponent3708;1;0;1;1;0;
connectedComponent3709;1;0;1;1;0;
connectedComponent3710;0;0;1;1;0;
connectedComponent3711;0;0;1;1;0;
connectedComponent3712;0;0;1;1;0;
connectedComponent3713;1;1;0;1;1;
connectedComponent3714;0;0;1;1;0;
connectedComponent3715;0;0;1;1;0;
connectedComponent3716;0;0;1;1;0;
connectedComponent3717;1;1;1;1;1;
connectedComponent3718;0;0;1;1;0;
connectedComponent3719;1;0;1;1;0;
connectedComponent3720;0;0;1;1;0;
connectedComponent3721;0;0;1;1;0;
connectedComponent3722;1;1;1;1;1;
connectedComponent3723;1;1;1;1;1;
connectedComponent3724;0;0;1;1;0;
connectedComponent3725;1;0;1;1;0;
connectedComponent3726;1;0;1;1;0;
connectedComponent3727;0;0;1;1;0;
connectedComponent3728;0;0;1;1;0;
connectedComponent3729;1;1;1;1;1;
connectedComponent3730;1;1;1;1;1;
connectedComponent3731;1;0;1;1;0;
connectedComponent3732;1;1;0;0;1;
connectedComponent3733;0;1;0;1;0;
connectedComponent3734;1;1;1;1;1;
connectedComponent3735;1;1;1;1;1;
connectedComponent3736;0;0;1;1;0;
connectedComponent3737;1;1;0;0;0;
connectedComponent3738;1;1;1;1;0;
connectedComponent3739;0;0;1;1;0;
connectedComponent3740;0;0;1;1;0;
connectedComponent3741;1;0;1;1;0;
connectedComponent3742;0;0;1;1;0;
connectedComponent3743;0;1;1;1;0;
connectedComponent3744;0;0;1;1;0;
connectedComponent3745;1;0;1;0;0;
connectedComponent3746;0;1;1;0;0;
connectedComponent3747;1;1;1;1;1;
connectedComponent3748;0;0;1;1;0;
connectedComponent3749;0;0;1;1;0;
connectedComponent3750;1;1;1;1;1;
connectedComponent3751;0;0;1;1;0;
connectedComponent3752;0;0;1;1;0;
connectedComponent3753;1;1;1;1;0;
connectedComponent3754;0;1;1;0;0;
connectedComponent3755;0;0;1;1;0;
connectedComponent3756;0;0;1;1;0;
connectedComponent3757;1;0;1;1;0;
connectedComponent3758;1;0;1;1;0;
connectedComponent3759;1;1;0;0;0;
connectedComponent3760;1;1;0;0;0;
connectedComponent3761;1;1;1;1;1;
connectedComponent3762;0;0;1;1;0;
connectedComponent3763;1;0;1;1;0;
connectedComponent3764;0;0;1;1;0;
connectedComponent3765;0;0;1;1;0;
connectedComponent3766;1;1;1;1;1;
connectedComponent3767;0;0;1;1;0;
connectedComponent3768;1;0;0;0;1;
connectedComponent3769;0;1;1;1;1;
connectedComponent3770;1;1;1;1;0;
connectedComponent3771;1;1;1;1;0;
connectedComponent3772;1;1;1;1;1;
connectedComponent3773;1;1;1;1;0;
connectedComponent3774;1;1;1;1;1;
connectedComponent3775;1;0;1;0;0;
connectedComponent3776;1;1;1;1;1;
connectedComponent3777;1;0;0;0;1;
connectedComponent3778;0;0;1;1;0;
connectedComponent3779;0;0;1;1;0;
connectedComponent3780;1;1;1;1;1;
connectedComponent3781;1;0;1;1;0;
connectedComponent3782;0;0;1;1;0;
connectedComponent3783;1;1;1;1;1;
connectedComponent3784;1;0;0;0;1;
connectedComponent3785;0;0;1;1;0;
connectedComponent3786;1;1;1;1;0;
connectedComponent3787;1;1;1;1;1;
connectedComponent3788;1;0;1;1;0;
connectedComponent3789;1;0;0;0;1;
connectedComponent3790;1;0;1;1;1;
connectedComponent3791;1;1;1;1;1;
connectedComponent3792;0;1;1;0;0;
connectedComponent3793;0;0;1;1;0;
connectedComponent3794;0;0;1;1;0;
connectedComponent3795;1;0;1;1;0;
connectedComponent3796;0;0;1;1;0;
connectedComponent3797;0;0;1;1;0;
connectedComponent3798;1;0;1;1;0;
connectedComponent3799;0;0;1;1;0;
connectedComponent3800;0;0;1;1;0;
connectedComponent3801;1;0;1;1;0;
connectedComponent3802;1;1;1;1;1;
connectedComponent3803;1;0;1;1;0;
connectedComponent3804;1;1;1;0;0;
connectedComponent3805;1;1;1;1;1;
connectedComponent3806;1;1;1;1;1;
connectedComponent3807;1;1;1;1;1;
connectedComponent3808;1;1;1;1;1;
connectedComponent3809;0;0;1;1;0;
connectedComponent3810;0;0;1;1;0;
connectedComponent3811;1;1;1;1;1;
connectedComponent3812;1;0;1;1;0;
connectedComponent3813;0;0;1;1;0;
connectedComponent3814;1;1;1;0;0;
connectedComponent3815;0;0;1;1;0;
connectedComponent3816;0;0;1;1;0;
connectedComponent3817;1;0;1;1;0;
connectedComponent3818;0;0;1;1;0;
connectedComponent3819;0;0;1;1;0;
connectedComponent3820;1;1;1;1;1;
connectedComponent3821;1;1;1;1;0;
connectedComponent3822;0;0;1;1;0;
connectedComponent3823;0;0;1;1;0;
connectedComponent3824;0;0;1;1;0;
connectedComponent3825;0;0;1;1;0;
connectedComponent3826;1;1;1;1;1;
connectedComponent3827;0;0;1;1;0;
connectedComponent3828;1;1;0;0;0;
connectedComponent3829;1;0;1;1;0;
connectedComponent3830;1;1;1;1;0;
connectedComponent3831;1;1;1;1;0;
connectedComponent3832;1;1;1;1;1;
connectedComponent3833;1;0;1;1;0;
connectedComponent3834;0;0;1;1;0;
connectedComponent3835;1;1;1;0;1;
connectedComponent3836;0;0;1;1;0;
connectedComponent3837;1;1;0;0;0;
connectedComponent3838;0;0;1;1;0;
connectedComponent3839;1;1;1;1;0;
connectedComponent3840;1;0;1;1;0;
connectedComponent3841;1;1;1;1;1;
connectedComponent3842;1;0;1;1;0;
connectedComponent3843;0;0;1;1;0;
connectedComponent3844;1;0;1;1;1;
connectedComponent3845;1;0;0;1;0;
connectedComponent3846;1;1;1;1;1;
connectedComponent3847;0;0;1;1;0;
connectedComponent3848;0;0;1;1;0;
connectedComponent3849;1;1;0;0;0;
connectedComponent3850;1;1;1;1;1;
connectedComponent3851;0;0;1;1;0;
connectedComponent3852;1;1;1;1;0;
connectedComponent3853;1;0;1;0;1;
connectedComponent3854;0;0;1;1;0;
connectedComponent3855;0;0;1;1;0;
connectedComponent3856;0;0;1;1;0;
connectedComponent3857;1;0;0;0;1;
connectedComponent3858;1;0;1;1;0;
connectedComponent3859;1;1;1;1;1;
connectedComponent3860;1;1;1;1;1;
connectedComponent3861;1;0;1;1;0;
connectedComponent3862;1;1;0;1;0;
connectedComponent3863;1;1;1;1;1;
connectedComponent3864;1;1;1;1;1;
connectedComponent3865;0;0;1;1;0;
connectedComponent3866;1;0;1;1;0;
connectedComponent3867;1;1;1;1;1;
connectedComponent3868;1;1;1;1;0;
connectedComponent3869;0;0;1;1;0;
connectedComponent3870;1;1;1;1;1;
connectedComponent3871;1;1;1;1;1;
connectedComponent3872;0;0;1;1;0;
connectedComponent3873;0;0;1;1;0;
connectedComponent3874;0;0;1;1;0;
connectedComponent3875;1;1;1;1;1;
connectedComponent3876;1;0;1;1;0;
connectedComponent3877;0;0;1;1;0;
connectedComponent3878;1;1;1;1;1;
connectedComponent3879;0;0;1;1;0;
connectedComponent3880;1;0;1;1;0;
connectedComponent3881;0;0;1;1;0;
connectedComponent3882;0;0;1;1;0;
connectedComponent3883;1;1;0;0;1;
connectedComponent3884;0;1;1;1;0;
connectedComponent3885;1;0;1;1;1;
connectedComponent3886;1;0;1;1;0;
connectedComponent3887;1;1;1;1;0;
connectedComponent3888;0;0;1;1;0;
connectedComponent3889;1;1;0;0;1;
connectedComponent3890;1;0;1;1;0;
connectedComponent3891;1;1;1;1;1;
connectedComponent3892;1;1;1;1;1;
connectedComponent3893;1;0;1;1;0;
connectedComponent3894;0;0;1;1;0;
connectedComponent3895;0;1;1;1;0;
connectedComponent3896;0;0;1;1;0;
connectedComponent3897;0;0;1;1;0;
connectedComponent3898;1;1;1;1;1;
connectedComponent3899;1;0;0;0;1;
connectedComponent3900;0;0;1;1;0;
connectedComponent3901;1;0;1;1;0;
connectedComponent3902;0;0;1;1;0;
connectedComponent3903;0;0;1;1;0;
connectedComponent3904;0;0;1;1;0;
connectedComponent3905;1;1;1;1;1;
connectedComponent3906;1;0;1;1;1;
connectedComponent3907;0;0;1;1;0;
connectedComponent3908;1;1;1;1;1;
connectedComponent3909;1;0;1;1;1;
connectedComponent3910;1;1;1;1;1;
connectedComponent3911;0;0;1;1;0;
connectedComponent3912;1;0;1;0;1;
connectedComponent3913;1;0;1;1;1;
connectedComponent3914;0;0;1;1;0;
connectedComponent3915;0;0;1;1;0;
connectedComponent3916;1;0;1;1;0;
connectedComponent3917;0;0;1;1;0;
connectedComponent3918;0;0;1;1;0;
connectedComponent3919;0;0;1;1;0;
connectedComponent3920;1;0;0;1;0;
connectedComponent3921;1;0;1;1;1;
connectedComponent3922;0;0;1;1;0;
connectedComponent3923;1;0;0;1;0;
connectedComponent3924;0;0;1;1;0;
connectedComponent3925;0;0;1;1;0;
connectedComponent3926;1;1;1;1;1;
connectedComponent3927;0;1;1;1;0;
connectedComponent3928;0;0;1;1;0;
connectedComponent3929;1;0;1;0;0;
connectedComponent3930;0;1;1;1;0;
connectedComponent3931;1;1;1;1;1;
connectedComponent3932;1;1;1;1;1;
connectedComponent3933;1;0;1;1;0;
connectedComponent3934;1;1;1;1;1;
connectedComponent3935;1;1;1;1;0;
connectedComponent3936;1;1;1;1;0;
connectedComponent3937;0;0;1;1;0;
connectedComponent3938;1;0;1;0;0;
connectedComponent3939;0;0;1;0;1;
connectedComponent3940;0;0;1;1;0;
connectedComponent3941;1;1;1;1;1;
connectedComponent3942;0;1;0;1;0;
connectedComponent3943;0;0;1;1;0;
connectedComponent3944;1;1;1;1;0;
connectedComponent3945;1;1;1;1;1;
connectedComponent3946;0;0;1;1;0;
connectedComponent3947;1;0;0;1;0;
connectedComponent3948;1;0;1;1;0;
connectedComponent3949;1;1;1;1;1;
connectedComponent3950;1;1;1;1;1;
connectedComponent3951;1;1;1;1;0;
connectedComponent3952;1;0;1;1;0;
connectedComponent3953;0;0;1;1;0;
connectedComponent3954;0;0;1;1;0;
connectedComponent3955;1;0;0;0;1;
connectedComponent3956;1;1;0;0;1;
connectedComponent3957;0;0;1;1;0;
connectedComponent3958;1;1;1;1;1;
connectedComponent3959;1;1;0;0;1;
connectedComponent3960;0;0;1;1;0;
connectedComponent3961;1;0;1;1;0;
connectedComponent3962;0;1;1;1;0;
connectedComponent3963;0;1;0;1;0;
connectedComponent3964;1;0;0;1;0;
connectedComponent3965;0;0;1;1;0;
connectedComponent3966;0;0;1;1;0;
connectedComponent3967;1;1;0;1;1;
connectedComponent3968;0;1;0;1;0;
connectedComponent3969;0;0;1;1;0;
connectedComponent3970;0;0;0;1;1;
connectedComponent3971;1;0;0;1;1;
connectedComponent3972;0;0;1;1;0;
connectedComponent3973;1;1;1;1;0;
connectedComponent3974;0;0;1;1;0;
connectedComponent3975;0;0;1;1;0;
connectedComponent3976;0;0;1;1;0;
connectedComponent3977;0;1;1;1;0;
connectedComponent3978;0;0;1;1;0;
connectedComponent3979;1;1;0;0;1;
connectedComponent3980;0;0;1;1;0;
connectedComponent3981;0;0;1;1;0;
connectedComponent3982;1;1;1;1;1;
connectedComponent3983;1;0;0;1;0;
connectedComponent3984;1;0;1;1;0;
connectedComponent3985;0;0;1;1;0;
connectedComponent3986;1;0;1;1;0;
connectedComponent3987;1;0;1;0;0;
connectedComponent3988;1;0;1;0;0;
connectedComponent3989;1;1;0;0;1;
connectedComponent3990;0;1;1;1;0;
connectedComponent3991;1;1;1;0;0;
connectedComponent3992;1;0;1;1;1;
connectedComponent3993;1;1;1;1;1;
connectedComponent3994;1;0;0;0;1;
connectedComponent3995;1;1;1;1;1;
connectedComponent3996;1;1;0;1;0;
connectedComponent3997;1;0;1;1;0;
connectedComponent3998;1;1;1;0;0;
connectedComponent3999;1;0;1;1;0;
connectedComponent4000;0;0;1;1;0;
connectedComponent4001;0;0;1;1;0;
connectedComponent4002;1;1;1;0;1;
connectedComponent4003;1;1;0;0;0;
connectedComponent4004;1;0;1;1;0;
connectedComponent4005;1;0;1;0;0;
connectedComponent4006;0;0;1;1;0;
connectedComponent4007;1;0;1;1;0;
connectedComponent4008;1;1;1;1;0;
connectedComponent4009;0;0;1;1;0;
connectedComponent4010;1;0;1;1;0;
connectedComponent4011;0;0;1;1;0;
connectedComponent4012;0;0;1;1;0;
connectedComponent4013;0;0;1;1;0;
connectedComponent4014;0;1;1;1;0;
connectedComponent4015;1;1;1;1;1;
connectedComponent4016;0;0;1;1;0;
connectedComponent4017;0;0;1;1;0;
connectedComponent4018;1;0;0;0;1;
connectedComponent4019;0;0;1;1;0;
connectedComponent4020;1;0;1;1;0;
connectedComponent4021;1;0;1;1;0;
connectedComponent4022;0;0;1;1;0;
connectedComponent4023;0;1;1;1;0;
connectedComponent4024;1;0;1;1;0;
connectedComponent4025;1;1;1;1;1;
connectedComponent4026;1;0;1;1;0;
connectedComponent4027;1;0;1;0;0;
connectedComponent4028;0;0;1;1;0;
connectedComponent4029;1;0;0;0;1;
connectedComponent4030;1;1;1;1;1;
connectedComponent4031;0;0;1;1;0;
connectedComponent4032;1;0;1;1;0;
connectedComponent4033;1;1;1;1;1;
connectedComponent4034;1;0;1;1;0;
connectedComponent4035;1;0;1;1;0;
connectedComponent4036;1;1;1;1;1;
connectedComponent4037;1;0;1;1;0;
connectedComponent4038;0;1;1;1;1;
connectedComponent4039;1;1;1;1;1;
connectedComponent4040;1;0;1;0;0;
connectedComponent4041;0;0;1;1;0;
connectedComponent4042;1;1;1;1;1;
connectedComponent4043;1;0;1;0;0;
connectedComponent4044;0;0;1;1;0;
connectedComponent4045;1;1;0;0;0;
connectedComponent4046;1;0;1;1;0;
connectedComponent4047;1;0;1;1;0;
connectedComponent4048;1;1;1;1;1;
connectedComponent4049;0;0;1;1;0;
connectedComponent4050;1;1;1;0;0;
connectedComponent4051;1;0;0;0;1;
connectedComponent4052;0;0;1;1;0;
connectedComponent4053;0;0;1;1;0;
connectedComponent4054;1;1;1;0;0;
connectedComponent4055;1;0;1;1;0;
connectedComponent4056;0;0;1;1;0;
connectedComponent4057;1;0;1;1;0;
connectedComponent4058;0;0;1;1;0;
connectedComponent4059;1;1;1;1;1;
connectedComponent4060;1;1;1;1;1;
connectedComponent4061;0;0;1;1;0;
connectedComponent4062;1;0;1;0;0;
connectedComponent4063;0;0;1;1;0;
connectedComponent4064;1;1;1;1;1;
connectedComponent4065;0;0;1;1;0;
connectedComponent4066;1;0;1;1;0;
connectedComponent4067;1;1;1;1;1;
connectedComponent4068;1;1;1;1;1;
connectedComponent4069;0;0;1;1;0;
connectedComponent4070;1;1;1;1;0;
connectedComponent4071;0;0;1;1;0;
connectedComponent4072;1;1;1;1;1;
connectedComponent4073;1;1;0;0;0;
connectedComponent4074;1;1;1;1;0;
connectedComponent4075;1;0;1;0;0;
connectedComponent4076;1;1;0;1;1;
connectedComponent4077;0;0;1;1;0;
connectedComponent4078;1;1;0;0;1;
connectedComponent4079;1;1;0;0;0;
connectedComponent4080;0;0;1;1;0;
connectedComponent4081;1;1;1;1;1;
connectedComponent4082;0;0;1;1;0;
connectedComponent4083;0;0;1;1;0;
connectedComponent4084;1;1;0;0;1;
connectedComponent4085;0;0;1;1;0;
connectedComponent4086;1;1;1;1;1;
connectedComponent4087;0;0;1;1;0;
connectedComponent4088;1;1;1;1;1;
connectedComponent4089;1;1;0;0;0;
connectedComponent4090;0;0;1;1;0;
connectedComponent4091;1;0;1;1;0;
connectedComponent4092;0;0;1;1;0;
connectedComponent4093;1;0;0;1;0;
connectedComponent4094;0;0;1;1;0;
connectedComponent4095;0;1;1;1;0;
connectedComponent4096;1;1;0;0;0;
connectedComponent4097;0;0;1;1;0;
connectedComponent4098;0;0;1;1;0;
connectedComponent4099;0;0;1;1;0;
connectedComponent4100;0;0;1;1;0;
connectedComponent4101;0;0;1;1;0;
connectedComponent4102;0;0;1;1;0;
connectedComponent4103;0;0;1;1;0;
connectedComponent4104;1;1;1;1;0;
connectedComponent4105;1;1;1;1;1;
connectedComponent4106;1;1;1;1;0;
connectedComponent4107;1;1;0;0;1;
connectedComponent4108;1;1;1;1;1;
connectedComponent4109;1;1;1;1;0;
connectedComponent4110;0;1;1;1;0;
connectedComponent4111;0;0;1;1;0;
connectedComponent4112;0;0;1;1;0;
connectedComponent4113;0;0;1;1;0;
connectedComponent4114;1;1;1;1;0;
connectedComponent4115;1;0;1;1;0;
connectedComponent4116;0;0;1;1;0;
connectedComponent4117;0;0;1;1;0;
connectedComponent4118;1;0;1;1;0;
connectedComponent4119;0;0;1;1;0;
connectedComponent4120;1;0;1;1;0;
connectedComponent4121;0;1;1;1;0;
connectedComponent4122;1;0;1;1;0;
connectedComponent4123;0;0;1;1;0;
connectedComponent4124;0;0;1;1;0;
connectedComponent4125;0;0;1;1;0;
connectedComponent4126;1;0;1;1;0;
connectedComponent4127;1;1;1;1;1;
connectedComponent4128;0;0;1;1;1;
connectedComponent4129;0;0;1;1;0;
connectedComponent4130;1;1;1;1;1;
connectedComponent4131;1;0;1;1;0;
connectedComponent4132;1;1;1;1;1;
connectedComponent4133;1;1;1;1;1;
connectedComponent4134;0;0;1;1;0;
connectedComponent4135;1;1;1;1;1;
connectedComponent4136;1;0;1;1;0;
connectedComponent4137;0;0;1;1;0;
connectedComponent4138;0;0;1;1;0;
connectedComponent4139;1;0;1;0;0;
connectedComponent4140;0;0;1;1;0;
connectedComponent4141;1;1;1;1;1;
connectedComponent4142;1;1;1;1;1;
connectedComponent4143;1;1;1;1;1;
connectedComponent4144;1;0;0;0;1;
connectedComponent4145;1;1;1;1;1;
connectedComponent4146;1;1;1;1;1;
connectedComponent4147;0;0;1;1;0;
connectedComponent4148;1;0;1;1;0;
connectedComponent4149;0;0;1;1;0;
connectedComponent4150;1;1;1;1;0;
connectedComponent4151;1;0;0;1;0;
connectedComponent4152;1;1;1;1;1;
connectedComponent4153;1;1;1;1;1;
connectedComponent4154;0;0;1;1;0;
connectedComponent4155;1;1;1;1;1;
connectedComponent4156;1;1;1;1;1;
connectedComponent4157;1;1;1;1;0;
connectedComponent4158;0;0;0;1;1;
connectedComponent4159;1;0;0;1;0;
connectedComponent4160;1;1;1;1;1;
connectedComponent4161;1;0;1;1;0;
connectedComponent4162;0;1;1;1;1;
connectedComponent4163;1;0;0;0;1;
connectedComponent4164;0;0;1;1;0;
connectedComponent4165;1;0;1;1;0;
connectedComponent4166;0;0;1;1;0;
connectedComponent4167;0;0;1;1;0;
connectedComponent4168;1;1;0;0;0;
connectedComponent4169;1;1;1;1;1;
connectedComponent4170;1;1;1;1;1;
connectedComponent4171;1;1;0;0;0;
connectedComponent4172;0;0;1;1;0;
connectedComponent4173;0;0;1;1;0;
connectedComponent4174;1;0;1;0;0;
connectedComponent4175;0;0;1;1;0;
connectedComponent4176;1;1;0;0;0;
connectedComponent4177;1;1;1;1;1;
connectedComponent4178;0;0;1;1;0;
connectedComponent4179;0;0;1;1;0;
connectedComponent4180;1;1;1;1;0;
connectedComponent4181;0;1;1;1;1;
connectedComponent4182;1;1;1;1;0;
connectedComponent4183;1;0;1;1;0;
connectedComponent4184;0;1;1;1;1;
connectedComponent4185;1;1;1;1;1;
connectedComponent4186;0;0;1;1;0;
connectedComponent4187;1;1;1;1;1;
connectedComponent4188;1;0;1;1;0;
connectedComponent4189;1;1;0;0;1;
connectedComponent4190;1;1;0;1;1;
connectedComponent4191;0;0;1;1;0;
connectedComponent4192;1;0;1;1;1;
connectedComponent4193;1;1;1;1;1;
connectedComponent4194;0;0;1;1;0;
connectedComponent4195;1;0;1;1;0;
connectedComponent4196;0;0;1;1;0;
connectedComponent4197;1;0;0;0;1;
connectedComponent4198;1;1;1;1;1;
connectedComponent4199;0;0;1;1;0;
connectedComponent4200;0;1;1;0;0;
connectedComponent4201;0;0;1;1;0;
connectedComponent4202;0;0;1;1;0;
connectedComponent4203;1;0;0;0;1;
connectedComponent4204;1;0;1;0;0;
connectedComponent4205;0;0;1;1;0;
connectedComponent4206;1;1;0;0;0;
connectedComponent4207;1;1;1;1;1;
connectedComponent4208;0;1;1;0;0;
connectedComponent4209;1;1;1;1;1;
connectedComponent4210;1;0;1;1;0;
connectedComponent4211;0;0;1;1;0;
connectedComponent4212;0;0;1;1;0;
connectedComponent4213;1;1;1;1;0;
connectedComponent4214;1;0;1;0;0;
connectedComponent4215;1;1;1;1;1;
connectedComponent4216;1;0;0;1;0;
connectedComponent4217;0;0;1;1;0;
connectedComponent4218;1;0;1;1;0;
connectedComponent4219;0;0;1;1;0;
connectedComponent4220;1;1;1;1;1;
connectedComponent4221;0;0;1;1;0;
connectedComponent4222;1;0;1;1;0;
connectedComponent4223;1;1;1;1;0;
connectedComponent4224;1;0;1;1;1;
connectedComponent4225;1;1;1;1;1;
connectedComponent4226;1;0;1;1;0;
connectedComponent4227;1;0;1;1;0;
connectedComponent4228;1;1;1;1;1;
connectedComponent4229;1;0;0;1;1;
connectedComponent4230;1;0;1;1;1;
connectedComponent4231;1;1;0;0;0;
connectedComponent4232;1;1;0;0;1;
connectedComponent4233;0;0;1;1;0;
connectedComponent4234;0;0;1;1;0;
connectedComponent4235;0;0;1;1;0;
connectedComponent4236;0;0;1;1;0;
connectedComponent4237;1;1;1;1;0;
connectedComponent4238;1;0;1;1;0;
connectedComponent4239;0;0;1;1;0;
connectedComponent4240;0;0;1;1;0;
connectedComponent4241;1;1;1;1;1;
connectedComponent4242;1;0;0;0;1;
connectedComponent4243;0;0;1;1;0;
connectedComponent4244;0;0;1;1;0;
connectedComponent4245;1;0;0;1;0;
connectedComponent4246;1;1;1;1;1;
connectedComponent4247;1;0;1;1;0;
connectedComponent4248;1;1;1;1;1;
connectedComponent4249;0;0;1;1;0;
connectedComponent4250;1;1;1;1;1;
connectedComponent4251;0;0;1;1;0;
connectedComponent4252;0;0;1;1;0;
connectedComponent4253;0;1;1;1;0;
connectedComponent4254;1;1;1;0;0;
connectedComponent4255;0;0;1;1;0;
connectedComponent4256;0;1;0;0;1;
connectedComponent4257;0;1;0;0;1;
connectedComponent4258;1;1;1;1;1;
connectedComponent4259;1;0;1;1;0;
connectedComponent4260;1;1;0;0;1;
connectedComponent4261;1;1;0;0;0;
connectedComponent4262;1;0;1;1;0;
connectedComponent4263;1;0;1;0;1;
connectedComponent4264;0;0;1;1;0;
connectedComponent4265;1;1;1;1;1;
connectedComponent4266;1;1;1;1;1;
connectedComponent4267;1;1;1;1;1;
connectedComponent4268;0;0;1;1;0;
connectedComponent4269;1;1;1;1;1;
connectedComponent4270;0;0;1;1;0;
connectedComponent4271;1;0;1;1;0;
connectedComponent4272;1;1;1;1;1;
connectedComponent4273;0;0;1;1;0;
connectedComponent4274;1;1;1;1;1;
connectedComponent4275;0;0;1;1;0;
connectedComponent4276;0;0;1;1;0;
connectedComponent4277;0;0;1;1;0;
connectedComponent4278;0;0;1;1;0;
connectedComponent4279;1;1;1;1;1;
connectedComponent4280;0;0;1;1;0;
connectedComponent4281;1;1;1;1;1;
connectedComponent4282;0;1;1;1;0;
connectedComponent4283;0;0;1;1;0;
connectedComponent4284;0;0;1;1;0;
connectedComponent4285;1;0;1;1;1;
connectedComponent4286;0;0;1;1;0;
connectedComponent4287;0;0;1;1;0;
connectedComponent4288;1;0;1;1;0;
connectedComponent4289;1;1;1;1;1;
connectedComponent4290;1;1;1;1;1;
connectedComponent4291;0;1;1;0;1;
connectedComponent4292;1;0;1;1;0;
connectedComponent4293;0;0;1;1;0;
connectedComponent4294;1;1;1;1;1;
connectedComponent4295;0;0;1;1;0;
connectedComponent4296;1;0;1;1;0;
connectedComponent4297;1;0;0;1;0;
connectedComponent4298;0;0;1;1;0;
connectedComponent4299;1;0;1;1;0;
connectedComponent4300;1;1;0;0;1;
connectedComponent4301;1;1;1;1;0;
connectedComponent4302;1;0;1;1;1;
connectedComponent4303;1;0;1;1;0;
connectedComponent4304;0;0;1;1;0;
connectedComponent4305;0;0;1;1;0;
connectedComponent4306;1;0;1;1;0;
connectedComponent4307;1;1;1;0;0;
connectedComponent4308;0;0;1;1;0;
connectedComponent4309;0;0;1;1;0;
connectedComponent4310;1;0;1;1;0;
connectedComponent4311;1;1;1;1;0;
connectedComponent4312;0;0;1;1;0;
connectedComponent4313;0;0;0;1;1;
connectedComponent4314;0;1;0;1;0;
connectedComponent4315;0;0;1;1;0;
connectedComponent4316;0;0;1;1;0;
connectedComponent4317;0;0;1;1;0;
connectedComponent4318;1;0;1;1;0;
connectedComponent4319;1;1;1;1;1;
connectedComponent4320;1;0;1;1;0;
connectedComponent4321;0;0;1;1;0;
connectedComponent4322;1;1;0;0;0;
connectedComponent4323;0;0;1;1;0;
connectedComponent4324;1;1;1;1;1;
connectedComponent4325;1;1;1;1;1;
connectedComponent4326;1;0;1;1;0;
connectedComponent4327;1;0;1;1;0;
connectedComponent4328;1;0;1;1;0;
connectedComponent4329;1;0;1;1;0;
connectedComponent4330;1;0;1;1;0;
connectedComponent4331;1;0;1;1;0;
connectedComponent4332;0;0;1;1;0;
connectedComponent4333;1;0;1;1;1;
connectedComponent4334;1;1;1;1;1;
connectedComponent4335;0;0;1;1;0;
connectedComponent4336;1;0;1;0;0;
connectedComponent4337;1;0;1;1;0;
connectedComponent4338;0;0;1;1;0;
connectedComponent4339;0;0;1;1;0;
connectedComponent4340;1;1;0;0;1;
connectedComponent4341;1;1;1;1;1;
connectedComponent4342;1;0;1;1;0;
connectedComponent4343;0;0;1;1;0;
connectedComponent4344;0;0;1;1;0;
connectedComponent4345;1;1;1;1;1;
connectedComponent4346;1;0;0;1;1;
connectedComponent4347;0;0;1;1;0;
connectedComponent4348;0;0;1;1;0;
connectedComponent4349;1;1;1;0;1;
connectedComponent4350;1;1;0;1;0;
connectedComponent4351;1;1;1;1;1;
